symbol,log2FC_mut_vs_ctrl,t,p,fdr_bh
LOC102723648,-0.19951406720739281,-0.6939813571538462,0.4990481119783423,0.5511274815814885
LOC105372989,-0.33341715155524654,-0.6956846222821264,0.498012870993585,0.5502557496738781
SOGA1,-0.07839982210857972,-0.6961493726856112,0.49773061708893773,0.5500430291608416
EGFR,-0.0725114269690362,-0.69907791782394,0.49595421860302447,0.5482776122698899
PDGFRB,-0.47691509045766173,-0.7019348750873525,0.49422486822371875,0.5465629518692758
GTF2IRD1P1,-0.4003269505500878,-0.7053435811856593,0.49216622949695565,0.5444827624645981
OST4,-0.15164145632338666,-0.7061525268640686,0.4916784290210827,0.5442377699348568
THBS1,-0.5847384478552593,-0.7102922422178433,0.48918666282853734,0.541577432389188
ST13P18,-0.14172513479659196,-0.7116052284451171,0.4883979331907243,0.5408996080323649
ETHE1,-0.18896629583490587,-0.7179114811329695,0.4846203009495559,0.537104039924205
CFAP157,-0.6038619928510642,-0.7185226534914267,0.4842551268351054,0.5367963702530192
LOC107986606,-0.16409251862107166,-0.7212346496555979,0.4826367145717959,0.5350991246744636
ZNF559-ZNF177,-0.31160662859497534,-0.7215650862616901,0.48243974622508684,0.5349775044066176
ATOH7,-0.21218001324315358,-0.7230293804025368,0.48156748614171624,0.5342491194621992
GLI3,-0.16772420106657995,-0.7247229189301196,0.4805598572105929,0.5332787698589672
OR2W3,-0.13837763459597618,-0.7252594876002174,0.48024087344239713,0.5330212844834138
ADAMTSL3,-0.3755207631639369,-0.7372670875514101,0.4731360878274566,0.5258020700475542
LOC102724001,-0.4209066411214944,-0.7400189988569545,0.47151688911888234,0.5241926968260335
DKFZP434A062,-0.4398460274522195,-0.7412204719623775,0.47081101852029855,0.5235029101268692
ARHGAP11A-SCG5,-0.35393345929521763,-0.7413319949825439,0.47074553111734235,0.5235029101268692
BLVRB,-0.2794207289951825,-0.7427429394466022,0.46991749290557505,0.5228887695609321
PIWIL4,-0.12624539327066622,-0.7432242568763409,0.4696352275646186,0.5226695615415963
NPPA-AS1,-0.40810175024654866,-0.7477227659843162,0.4670021418639117,0.5200223668711678
ACAP2,-0.03862938784128013,-0.7478140219911128,0.46694882172913266,0.5200223668711678
OBSCN-AS1,-0.11537926990102268,-0.7529433942335105,0.46395780358102584,0.5170080596167403
TMX2P1,-0.4797340485073247,-0.753950765009362,0.4633717835517434,0.5164489151222158
SYNE1,-0.09965876713385381,-0.7586887710181349,0.46062168032965617,0.513850937292228
RPS13,-0.1691165532776538,-0.7620745499291898,0.45866267652612847,0.5118518490997938
PCDHGB2,-0.22137279450498915,-0.7684013086609245,0.4550159528644812,0.5082448598868932
MICALL2,-0.17730928626818115,-0.7694113078441787,0.4544354741630426,0.5077815269083943
POLE2,-0.19122849072989115,-0.7694896794238595,0.45439045089650354,0.5077815269083943
SERPINF1,-0.3787670421147516,-0.7716423569277512,0.45315486228537494,0.5066276319185388
LINC02614,-0.18229745658047822,-0.7737619116947767,0.4519403445041373,0.5053619685899966
GALNT12,-0.16523969723251086,-0.7747673683271621,0.45136492672339407,0.5048106186488607
SALL3,-0.17212440774598062,-0.7782713906065221,0.4493631911157129,0.5028470904598978
GPX1,-0.18782353821371056,-0.784994673560361,0.4455380776826343,0.49885593147184676
FLRT3,-0.25665074799150395,-0.7885176767389963,0.44354196350213443,0.49705890973822375
PRKG2,-0.259906850355218,-0.7928526913849205,0.44109356407971784,0.4944410769412266
PXMP4,-0.13419009358966869,-0.7940709563244772,0.4404070427158153,0.4938165670107825
RPSAP19,-0.19996333377923137,-0.7953846352390248,0.4396675159142434,0.49307754711934
PDGFRA,-0.5479957961489116,-0.8001108592850981,0.437013469754205,0.49054982047120976
TPI1P1,-0.24505396549286473,-0.8034723966418478,0.4351320183519236,0.4887063526011894
RNF5P1,-0.22029895114556564,-0.806804212461953,0.43327233073809096,0.4867068696031698
FABP3,-0.3123115149017587,-0.8234285531384488,0.42406975557057136,0.47724391438362446
ELF4,-0.4493360860808908,-0.8276942626772409,0.42172901567536564,0.4747839974453611
LOC105373346,-0.24127755572362977,-0.8299965570219763,0.42046916918463073,0.47345260968071023
C16orf96,-0.11470122949478982,-0.8304182880177591,0.42023865841078906,0.4732799882524595
TAFA2,-0.27240687397709956,-0.8305602418287295,0.4201610874842339,0.47327957851494923
RBX1,-0.17333360078375332,-0.830603575454821,0.42013740960329865,0.47327957851494923
LOC105379263,-0.2700155477240805,-0.8326309940395479,0.4190305828942778,0.4722664962570184
ITPKB,-0.465524578331523,-0.8387012680095325,0.4157280428883058,0.46880296227102913
CXCL12,-0.252482227530305,-0.8425238586240049,0.41365713523600406,0.4666403774124609
OAZ3,-0.22592247962848389,-0.8457392184007733,0.4119204554689205,0.4649369162261982
EEF1A1P11,-0.19968586009647762,-0.8470835745700681,0.41119576696051574,0.46420442936794865
ACTB,-0.1880400508523574,-0.8485532229510194,0.41040450023124514,0.463396497774458
LOC107985770,-0.20015085243274114,-0.8515837918249138,0.4087759983443774,0.4616427542098441
GRB14,-0.4776437801638594,-0.8516373607327858,0.4087472510863817,0.4616427542098441
RPL21P119,-0.16205996889826274,-0.8528116394699303,0.4081174209228554,0.46116153239519175
CENPM,-0.2909574373532493,-0.8558955595569672,0.40646640300612535,0.45962719985750755
SFI1,-0.05971738684521052,-0.8588788522094231,0.40487347382489636,0.45791040489789936
ZNRF2P2,-0.24318521778147553,-0.860058650647905,0.40424466508215706,0.4572835941970147
CEP126,-0.20086018156480467,-0.8653365172406424,0.401439616086581,0.4543620470108459
ZAP70,-0.4570029287651762,-0.8679470165786295,0.4000570075989588,0.45288078607232085
MIR1281,-0.12876150597779623,-0.8717189685111292,0.39806487441565414,0.4510420850587726
LOC101927013,-0.5922226101275129,-0.8741940316328902,0.39676129594942355,0.4496481316638873
RPL18A,-0.2097133720454104,-0.8748111235891325,0.39643672867630514,0.44936337773405144
CZ1P-ASNS,-0.3485025553155928,-0.8772859906197966,0.39513682934133293,0.4480556351946672
MED15P9,-0.48133180886969174,-0.8777433391547712,0.39489692497727535,0.44786644775406065
BRCA1,-0.07530236490744208,-0.8793475136405323,0.39405622060373874,0.44699567585139127
LOC100507351,-0.190079720725461,-0.8820793561636763,0.39262730542005203,0.44562217778650604
KCTD12,-0.31602121817177464,-0.8824222301557502,0.3924482085765344,0.44550139232854735
H4C12,-0.24636707431582905,-0.8829666663976649,0.392163940665956,0.4454261545826033
RPL39,-0.23319481658178118,-0.8838756632261889,0.39168963280400365,0.4449698756650375
RPL7P32,-0.18572166323565178,-0.8879876790972824,0.3895488433072315,0.4426199090775402
L3MBTL1,-0.1611158200225906,-0.894303197158054,0.3862762836748609,0.4389828733642746
ADCY10P1,-0.579890998228538,-0.8964408051916075,0.38517285393537093,0.4379724716423342
C19orf81,-0.27751060705484,-0.8996894803410238,0.3834999916301589,0.4364952123933078
RPS25P6,-0.23313041735798543,-0.9034976498073851,0.3815453210426422,0.43457317316822686
ZNF488,-0.41024823529902404,-0.910736862306179,0.37784829535280967,0.43068241921024975
PPP1R14A,-0.3279203322909846,-0.9163856990345284,0.37498053346393084,0.42773179570783326
RPSAP47,-0.22244816787311164,-0.9165786968125011,0.3748828180828551,0.4276999208724924
NDUFB11,-0.17985523447137336,-0.9167976698654955,0.3747719724939398,0.42769047267698845
C16orf95,-0.22505496268380473,-0.9207192763685438,0.3727906378405633,0.4255505791364345
ELOVL7,-0.21903748952389593,-0.9224482774166405,0.3719193766563541,0.4246350864040698
EEF1A1P13,-0.21011830582856475,-0.9261411748490922,0.37006318469842076,0.4225945086068031
LOC105374925,-0.22277930156101475,-0.9288202999230027,0.3687205582262644,0.4211397469586363
PHYHIP,-0.32782992131018535,-0.9306599154769399,0.3678005966943198,0.4202456025603319
BOLA2,-0.2157144958914945,-0.9306836222803632,0.3677887516740657,0.4202456025603319
ALPK1,-0.27876392952701207,-0.9324514009399909,0.3669062302966143,0.41945826029806893
NFAM1,-0.2749870589822129,-0.9376864833710965,0.3643013407288888,0.4165579590875002
LGALSL-DT,-0.17448859141981782,-0.9399454228186609,0.36318130165513657,0.4153547349152962
NANS,-0.22834308376952878,-0.9409335224141107,0.36269212967273307,0.4149980364292952
CDH23,-0.47532672116822344,-0.9421987773211233,0.36206641707392867,0.41446631870460926
APOBEC3F,-0.2899546647439294,-0.948588966850836,0.35891772166213487,0.4111690588280484
PPIAP11,-0.259849768052828,-0.9507412260433812,0.3578615323284695,0.4100357370417791
NAV3,-0.12814524595602975,-0.9526877361971827,0.35690818255064716,0.409172836924531
RPSAP15,-0.21352893680054444,-0.9534292330357035,0.3565454842425051,0.4089099753800854
PCP4,-0.36169991139056396,-0.955399594278789,0.35558294808902413,0.40803509393218235
RAB20,-0.2984714954893793,-0.9564994253016541,0.35504646428926456,0.4074957547450275
CAMK2A,-0.255311567872158,-0.9587911525989905,0.3539304109697032,0.40636700116956
RPL21P53,-0.21155339618996685,-0.9600305181675711,0.35332787571851965,0.40590327551621547
RPS11,-0.2216141559552524,-0.9618341462145675,0.35245230296990204,0.40513357664052474
CLCF1,-0.2544120291349094,-0.9640246485393897,0.35139097281230514,0.4041325822400432
RPS16,-0.2066904148039122,-0.9654098510414018,0.35072098311458366,0.4035891921329825
KC6,-0.16756878115976623,-0.9693556166997107,0.3488174393785133,0.4015494654254059
MIP,-0.3083087381909876,-0.9703783628833913,0.3483252298094291,0.40113350718237845
ELMO3,-0.211729332460771,-0.9750819071744733,0.34606789946293426,0.39875868866687725
NGEF,-0.6309406884472056,-0.9770181900625313,0.3451416477637131,0.3977661780017976
TOMM22,-0.24471576696694344,-0.9892063988522977,0.3393515250272208,0.39168232883013815
LTK,-0.5066240598423604,-0.9904406036577336,0.33876908059456323,0.3911573674975838
NDUFA4,-0.2060894759344174,-0.9924270780034956,0.33783312216305383,0.39015015803683495
REST,-0.21610399479298598,-0.9927831873039328,0.3376655307560526,0.3900300929969102
SMIM32,-0.35322205809070223,-0.9948990527931996,0.3366709893473807,0.3891509427921839
LOC107984906,-0.6251936499820162,-0.9968690340298308,0.3357469007146258,0.3881796494493882
CATSPER3,-0.22332576601084697,-0.9986640269198833,0.3349064757065715,0.3872810217093536
WBP1,-0.18262982300258276,-1.0007123848720214,0.33394926304008504,0.38631986835926047
MERTK,-0.23033968370602478,-1.0047167343411854,0.3320836615042445,0.3844519065195503
PATJ,-0.15590709277305914,-1.0067765688605064,0.33112691347468076,0.38341669429538966
RPS10-NUDT3,-0.4566306930665338,-1.007673954493223,0.3307107168145435,0.38300712149502203
RPL30,-0.20358024251732884,-1.0125123374312297,0.32847320702676125,0.3806315234544511
LRRTM3,-0.6014665483206267,-1.0154642731829326,0.32711344686511407,0.3793426843138761
ST13P7,-0.25107304644680156,-1.015998173785405,0.32686794819670334,0.3791297109641989
RPL17P6,-0.22965660002868654,-1.0162551509484798,0.3267498320801181,0.379064434264028
SSH3,-0.14270080370649232,-1.020195921423567,0.32494236344759264,0.3771103157769297
CKS1BP3,-0.38584313272923426,-1.0225159401156152,0.3238816493336273,0.3760216875786241
CYP39A1,-0.30443860113019927,-1.0276447738953634,0.32154563408446296,0.3735926339912354
LINC02798,-0.5016433753226737,-1.0278703351052387,0.32144317930772875,0.37354439604860235
PRDX5,-0.22318687138301438,-1.029072734730696,0.3208974226469553,0.3729808875285999
HLA-E,-0.28727529592821643,-1.0308063809353913,0.320111722020742,0.37213822415838205
MAPKBP1,-0.1111920581511264,-1.032022691702429,0.319561315365371,0.37156882837437866
ROPN1L,-0.3652298368013636,-1.0362333487210227,0.31766121140092374,0.36956979045125493
DAB2,-0.20121936559049816,-1.0387012678682803,0.3165513634218248,0.3684184275253059
LOC105378404,-0.33562616433736453,-1.0395197114740888,0.31618392531560763,0.36812221119948807
FAH,-0.2660618357122636,-1.0444005097578697,0.3139991553923568,0.36565631127567383
MXRA8,-0.42038602685953763,-1.0486510786388952,0.3121054879184384,0.363658361706905
FTH1P8,-0.29088540328591106,-1.0513641329896641,0.31090117214790236,0.3626687317348509
NUDT14,-0.25147744428423296,-1.051640439381682,0.3107787118244841,0.3625948807544894
RPSA,-0.2322604883346197,-1.0522137031900223,0.31052475122925083,0.3623675471226552
TIMP1,-0.21386161943566825,-1.0524614212247505,0.3104150571474951,0.3623085111032264
COL20A1,-0.9847795698882118,-1.0557093430521876,0.30897944373443215,0.3607015787644389
TMSB15B-AS1,-0.12640107346481977,-1.0571989649745699,0.30832264771230394,0.36020666592132977
PCDHA1,-0.6089161808547537,-1.0660601680224615,0.304436795391539,0.3562125512025452
RPL23AP2,-0.2638091662225407,-1.0721149881642653,0.3018024375230366,0.35346750898284574
EFHD1,-0.29471886002805314,-1.0798216507957952,0.2984737977033463,0.34983640151462964
RPL7AP66,-0.2471159069865505,-1.0811338435703846,0.2979097591138213,0.34937570755074127
NPIPA9,-0.1892505987642287,-1.0824044955220402,0.29736433017624203,0.3488640602974839
LOC105372426,-0.4007739440781131,-1.0867725434987603,0.2954949917290187,0.3469420224667467
ENO1,-0.2651237424291366,-1.0872445668277169,0.2952935097693546,0.34677188024638766
TNFSF15,-0.7705853638264313,-1.0873448581110443,0.29525071384595564,0.34677188024638766
RPL10,-0.21335510561026602,-1.0881888775840125,0.29489073965489854,0.34643162784295284
KDELR3,-0.5754892998045753,-1.0901922453041824,0.2940376105270214,0.34556183905878857
CA13,-0.24242236620625934,-1.090855868260226,0.2937554137083542,0.34529639233599446
RPS27A,-0.2277849079964409,-1.0916521530944387,0.2934170703492579,0.34496483337954564
LOC100420464,-0.3807596495814788,-1.0985056440716345,0.29051699850712615,0.3420144422601658
PPIAP29,-0.24998448053309558,-1.0985902952987843,0.29048131237403985,0.3420144422601658
HTRA3,-0.8435520041102242,-1.0990599888864947,0.2902833646956649,0.34190698694045196
RPS7P1,-0.28874152285896587,-1.0997705502135942,0.289984097226162,0.34171520876516204
MAP3K8,-0.23861222748188887,-1.1056102458272303,0.2875333183771998,0.3388923748610334
GCHFR,-0.3641970477028996,-1.1056729499249753,0.2875070873799971,0.3388923748610334
YBX1P1,-0.22612749262632464,-1.1065592451612407,0.2871365152577425,0.33862001510772627
LRRC10B,-0.3106530741335613,-1.110575274145176,0.28546184237369554,0.33683947906655504
RUNDC3A-AS1,-0.15465360905308648,-1.1109271385276251,0.28531546570735006,0.3367315758155672
FAU,-0.24456756542874958,-1.1199222796458765,0.28159256629456114,0.3325939174153487
PPP1R14B-AS1,-0.3279325661144721,-1.1244184490048061,0.2797454593795922,0.3307946886568095
RPS29,-0.21361319932225042,-1.1259879681135834,0.2791028289827323,0.3300984645309954
RMRP,-0.31885409642199286,-1.1298338498106306,0.27753286656526177,0.32843175136004915
MYO5C,-0.45962833511462226,-1.1317730185319421,0.27674379621147316,0.32763225468892254
CHRD,-0.1383420234832037,-1.1349253994344655,0.27546467916315664,0.3262361830120074
FTH1,-0.20470492160647988,-1.136903403057725,0.27466436894031726,0.32547701171547355
H4C11,-0.3257449316280277,-1.1381364311207933,0.2741663718901075,0.324949702182204
PPP1R2B,-0.37031230137942694,-1.1405644643546955,0.2731877364419033,0.32385241237456336
RPL23AP42,-0.28433838299350195,-1.140695785758341,0.27313488210434533,0.3238523843906454
PIK3AP1,-0.5880636596655817,-1.1421768135506283,0.27253933415774245,0.32333387234119626
TRIM6,-0.5710176907437028,-1.1422777931845483,0.2724987643609705,0.32333387234119626
PRSS53,-0.2235904536190484,-1.1437640157968707,0.27190218672011607,0.3227653765674499
LOC101929705,-0.38251597701431106,-1.144185838872027,0.2717330456152632,0.3226270713967777
RPL9P7,-0.32299515540979873,-1.145459834621301,0.27122268878949496,0.32208351070895086
LOC101929295,-0.40319549874006344,-1.146547917991,0.2707873848640142,0.32162888378539184
C9orf16,-0.27310753355147227,-1.1477227294348007,0.27031798090031484,0.32113357033312595
PCDHGA6,-0.4995075912583212,-1.1490399498697936,0.26979241301566786,0.32063348037728656
LOC105372435,-0.44899363103680506,-1.152449421236296,0.2684356551438809,0.31920670534083223
SERHL2,-0.3776787124377441,-1.1528694957523566,0.26826885200703804,0.3191087612908507
KCNAB3,-0.42038650477267814,-1.1530191922550488,0.268209429638024,0.3191087612908507
SLC16A3,-0.2874179039895093,-1.1591656974683648,0.26577821839582566,0.3166609288175727
PRODH,-0.8495106700668295,-1.1614030814621332,0.2648974269552965,0.31567286688102014
WBP1P1,-0.43232023385403523,-1.1627040093421714,0.2643863175985097,0.3151250489750855
UBE2SP2,-0.3542617135095068,-1.1632510425717122,0.264171624298104,0.3149916469456093
RPLP2,-0.25284126116282457,-1.16543023895962,0.26331768263561134,0.31415675254112446
LOC105376041,-0.555335142865794,-1.1656183293266844,0.2632440765987664,0.31413007388562164
C20orf204,-0.28880767594899526,-1.1660050573312792,0.26309278653567875,0.31401066617284085
VAMP5,-0.5853957500099037,-1.1662664735588726,0.2629905568412358,0.31401066617284085
H2AC8,-0.26133292570075983,-1.1688122639506207,0.26199658820355887,0.3131290867006855
COPS9,-0.22249153668499116,-1.1699739027867802,0.26154400045105414,0.31264912690424373
LINC01574,-0.42976264263178865,-1.1709663824034662,0.2611577943333545,0.31224834781811256
CNTNAP4,-0.3874563575165919,-1.171700051972378,0.2608725810418,0.3120290579095091
EEF1A1P6,-0.25128814028814284,-1.173451357450595,0.2601927293941624,0.3113981708680624
SNHG4,-0.32773066817375424,-1.174419604756746,0.2598174431603695,0.311009749379626
GABRA1,-0.3074165006712877,-1.176229012863391,0.25911724350273246,0.3102927725477144
C1orf194,-0.8201110377182277,-1.1794851388352745,0.2578608526836702,0.3089089362811996
ATG16L2,-0.22644694049684158,-1.1800410897408473,0.25764680585087857,0.30871284594720205
SCN1A,-0.3534505464973156,-1.1820570156752543,0.2568718006995156,0.30787846768215105
LOC105378075,-0.5771994776983093,-1.183486184157653,0.2563234580291772,0.3073675269403084
SCML4,-0.29333096829755934,-1.1844374939776592,0.255958960335718,0.3069904963525634
BTBD8,-0.21141064904566936,-1.1854883406700447,0.25555678940171006,0.3065681250552804
POU2F2,-0.25994603813742645,-1.1859808565856624,0.25536846579193834,0.3064021717174754
PLPP4,-0.745795230579468,-1.1889671563418878,0.25422888441537894,0.3050945695901082
WHAMMP3,-0.16022577454340228,-1.1957615490670284,0.2516507596153491,0.30235577350883774
RPL17P7,-0.264335180391434,-1.196581108180991,0.2513411509247834,0.3020429827815962
SLC22A31,-0.5760912689902131,-1.1968391385244102,0.25124373465435346,0.30202126093308834
OBSCN,-0.16985435087137055,-1.2001235624466018,0.25000629302700106,0.3008517032303723
RPS10P19,-0.2825010318595769,-1.20122504987193,0.2495923553282438,0.3004125541256891
ANKRD18B,-0.23785094352025152,-1.2025169798204698,0.24910752699763708,0.2999467964045404
TMEM208,-0.2672893415051012,-1.2050208818763517,0.24816995710081585,0.29899407174292475
CCK,-0.8296000287796358,-1.206573493954946,0.2475899691084012,0.29835394350982886
AP1S3,-0.18667416489299427,-1.2068135761909153,0.2475003789501373,0.29835394350982886
BTN3A2,-0.2998641263045514,-1.2071150678745237,0.24738790864317778,0.29828636506346967
LOC107987003,-0.1830930945743984,-1.2098232111248979,0.24637942610240549,0.29718730460601056
RPL41P1,-0.30083123810208023,-1.2145595846901527,0.2446233427968809,0.2952433729759559
NMB,-0.29004302186232933,-1.21458953613039,0.24461226893442356,0.2952433729759559
LINC01930,-0.35384267581354456,-1.2150632023616255,0.2444371935519546,0.2952156912263067
MYO7B,-0.8738678208065273,-1.2184155473434914,0.24320089714994414,0.2938158256856834
SSC4D,-0.39453595407329056,-1.2189163841103414,0.243016615159912,0.2936510646422749
C16orf86,-0.191386329644644,-1.2190810417200475,0.24295605348422328,0.29363576653357426
RPS3AP21,-0.35363207515942113,-1.221802089247951,0.24195694637303905,0.2926013180640618
GRIP2,-0.15382072276584488,-1.2236657068037486,0.2412745209972305,0.29183362543666597
GOLGA2P8,-0.2854966678570368,-1.228561676461655,0.23948886427809576,0.2897309528369305
OPRD1,-0.5529513134222929,-1.2293995303580665,0.23918432112228444,0.2894196384681413
NDUFB7,-0.24201349218619236,-1.230185868846618,0.23889877860325026,0.28913119700650036
TRPM1,-0.43480495739182046,-1.2345647624831482,0.2373135534879015,0.2873261076201533
FBN3,-0.10635449437996594,-1.2376269787573073,0.23620989366788003,0.28610287456710226
SLC9A3R1,-0.312787030916088,-1.238686289712828,0.23582904419697906,0.2856980318038501
ENOSF1,-0.19601367814641854,-1.2453673585275749,0.233438129070657,0.282857428583342
LOC105370708,-0.33858802179764147,-1.2485650131346404,0.23230056999280554,0.2815903686090366
PGAM4,-0.3070967581187163,-1.2500340208696532,0.2317794389498137,0.2810142327457195
VTCN1,-0.5413326904474576,-1.2508488490263272,0.23149077575350466,0.2807197735645863
SELENOV,-0.6762404890453032,-1.251539914131469,0.23124617929329558,0.28047864643211357
LMOD1,-0.45519139564122624,-1.251781139688978,0.2311608475956685,0.28043063442735955
RPL7P23,-0.33697275795441667,-1.2522655480716687,0.23098956680738236,0.28033380410399006
LINC01356,-0.9334111749156628,-1.257332591409629,0.22920391660488187,0.27822178391840113
LOC105373102,-0.8078025090972188,-1.2584652171015211,0.22880626812928045,0.2777941025217843
LOC107987309,-0.23783102288205152,-1.2612936398490937,0.22781562976643024,0.27672899096128856
FAM229A,-0.216978980424536,-1.2658276982876733,0.22623468203250927,0.2750532726813331
NPAS1,-0.22314672782887854,-1.2661126215427922,0.22613562497587503,0.2749873797068268
RPS14,-0.28439336910311064,-1.2710059612026217,0.22443975107534425,0.2730876685374871
HLF,-0.3423243967896023,-1.2713325153912025,0.2243269377913808,0.2730588023552749
MEDAG,-0.6174418583747855,-1.2770227060239028,0.22236838435279335,0.2710493971603708
FZD9,-0.3507234642047281,-1.278841465701888,0.22174524307228863,0.2704533107905152
PCDHGA5,-0.4748132274436906,-1.2811033927671371,0.22097220192254055,0.2695640990617261
NFKB2,-0.3242802506634916,-1.2879147474338457,0.21865728302996318,0.2671122249847896
SNHG29,-0.27855799640701473,-1.2915079633277131,0.21744389667847194,0.2657888507754802
LOC105376146,-0.760858624204376,-1.2993039862236018,0.2148297513936451,0.2627506735919881
RPL13P12,-0.3286367675336638,-1.299948009399356,0.2146149273451274,0.26259271549413793
ECM1,-0.3572265114401461,-1.3051505072101512,0.2128858484264359,0.2605811203782053
KNL1,-0.15527458920083492,-1.3076497186443616,0.21205919877365692,0.25962110814510025
UQCRH,-0.2770742828165326,-1.3098858864422693,0.21132173778315505,0.2587699266102158
RPS3AP26,-0.3034428540862058,-1.3112031550945553,0.2108882823938312,0.2583423603265758
SEMA3B,-0.20170902839832403,-1.3159296375921494,0.2093388753919165,0.25664946123048965
SSR4,-0.2995105670394048,-1.3183802700941873,0.2085391321359936,0.2557201200227327
EEF1A1P5,-0.27171470742822507,-1.3208424797948461,0.20773808709353248,0.25483979865586437
PLEKHF1,-0.4043859016621255,-1.3209386011183823,0.2077068656684426,0.25483979865586437
H3P14,-0.27202822225915896,-1.3237228677545685,0.206804138543422,0.253948190959771
UNC13C,-0.6275793585673678,-1.3255424713298265,0.2062158879034891,0.25327657640721063
LMCD1,-0.3827540789721445,-1.3260757654864652,0.20604373759192932,0.2531268082751033
UBE2SP1,-0.3543437949078617,-1.3270062771482791,0.20574364064751988,0.25289924146165965
RPS2P46,-0.3100440919474658,-1.3282043132218928,0.20535778408237115,0.2524755748946922
RNR2,-0.27948147278963287,-1.339900206818176,0.20162143393865176,0.2483301969145942
LOC102724057,-0.517836838005941,-1.342988839230879,0.20064397525037542,0.2472753454533175
FTL,-0.2559928256164877,-1.3508765697944183,0.19816515635744172,0.24441698359579833
SULF1,-0.3369953883260092,-1.3536189066505375,0.19730918520343993,0.24341020432624005
EGFEM1P,-0.36113537131647205,-1.3555019158074222,0.19672317824469032,0.2427361277455619
RPS3,-0.27082793606837735,-1.3556385098624157,0.1966807241881416,0.24273260303469055
RAD9B,-0.34353067326631503,-1.3582973000941827,0.19585584195102645,0.2418606589765899
RPS3AP6,-0.32656331995079685,-1.3588212064841565,0.19569363365973985,0.24170904177598332
POLE4,-0.32516701150221167,-1.358917436230497,0.1956638515476142,0.24170904177598332
NDUFB2,-0.29528005718106853,-1.3590011051568678,0.19563795987538968,0.24170904177598332
WDR86-AS1,-0.26264347885166567,-1.3608343672046983,0.19507134898802925,0.241086163164641
S100A6,-0.35157353429991867,-1.3618417543350325,0.1947605622254724,0.24075060424322356
PWAR5,-0.15256363143300988,-1.363653830929902,0.19420253705985493,0.24015766636613087
PRADC1,-0.32178284390186235,-1.3656467746760463,0.19359031833795198,0.2394488804301141
DNAI1,-0.3077679168573468,-1.3666475864575438,0.19328346937641136,0.23911759178151396
LAMA5,-0.24282118022670046,-1.36690736051476,0.1932038874573003,0.23906738597360735
OXTR,-0.21484540040866987,-1.3673964063813009,0.19305414046148858,0.23893032122530286
CDCA7,-0.2926179651450752,-1.3694750525854709,0.19241870948438058,0.23824009071687596
PPP1R13L,-0.6145131643406345,-1.3718496398296292,0.19169489937457415,0.2373918652860888
PBX4,-0.42596420406181434,-1.3737056725695622,0.19113070089905665,0.23674099747650382
RPS10,-0.3167545262342984,-1.3739071958254347,0.19106952335634053,0.23671305136911228
NUDT8,-0.3747319661709406,-1.373984141384137,0.19104616878077657,0.23671305136911228
LOC101928415,-0.5062282013696473,-1.3748577986377624,0.19078115911012453,0.23649919218302595
DNAAF3,-0.7809371567969948,-1.374989212464666,0.19074132285875983,0.2364976353406549
LOC101928230,-0.5455646767819607,-1.3751413699321373,0.19069520695220843,0.23648829023205295
HSD17B3,-0.7406127117897198,-1.3887428992192408,0.18660952452733362,0.23207879597333234
RPL41,-0.30990763571153684,-1.3889255973044405,0.18655513687772624,0.2320582364164898
SAMD13,-0.5339878598997229,-1.390886159230535,0.18597231200873135,0.23152117640404613
FGD5,-0.33398021908832826,-1.391594807433387,0.18576201680014132,0.2313533447754706
NDUFA13,-0.291600233250931,-1.3935071864080357,0.1851954813330482,0.23078843272445324
PTGES,-0.38135354085458,-1.3967367530255668,0.18424195378183877,0.22969354823727306
ARPC3P5,-0.6072391581916939,-1.399749186469172,0.1833561731856594,0.22872880375012047
RPS3AP5,-0.35474352748700816,-1.4016480027007099,0.18279964303857224,0.22812740468779474
AKR1A1,-0.3011565751437774,-1.4035365953494412,0.18224748810598718,0.22753097802234243
SBF2-AS1,-0.2105947098089932,-1.4069515920079563,0.1812525534493851,0.22637204666473892
EIF5A2,-0.32786566369564146,-1.4074010227172868,0.1811219486991237,0.2262640198747969
TMEM147,-0.3212017427852295,-1.4082187317835342,0.18088452091201568,0.2260134759866808
RPL41P5,-0.3088136713543765,-1.4106986229507248,0.18016603394591,0.22534539646774704
LOC107986820,-0.8020109555024831,-1.4110618890831463,0.18006098437482415,0.22525996616687183
ACTA1,-0.4443531558258856,-1.4121764242753978,0.17973899733454507,0.22494896971432446
LINC01465,-0.5342534116211967,-1.4136988825188104,0.1792999295151778,0.2244911290702696
CDK5RAP3,-0.18753322697654615,-1.4140801251300836,0.17919012005157567,0.22439947618307637
RPS27,-0.3084896985401919,-1.4172447317441195,0.17828075742140584,0.22330630220539802
ADAMTS16,-0.4164392464909695,-1.421466289195534,0.1770736107418452,0.22193032791811715
APRT,-0.31831379610612875,-1.4214936110403205,0.1770658201626032,0.22193032791811715
TMEM52,-0.4843583681319749,-1.4218454984587212,0.17696550793571533,0.22188557243729493
GSTP1,-0.3301256165697677,-1.4228455923682481,0.1766806685159177,0.22157375163718812
FOXJ1,-0.7704993613472317,-1.424628679089519,0.17617376325207446,0.2210737295261446
LYN,-0.7139953173765798,-1.4258081659747945,0.17583911399494637,0.22069896985852194
LOC107987308,-0.2722761940364499,-1.4259316660777894,0.1758041044338479,0.22069896985852194
CC2D1A,-0.14128307800302625,-1.42604158921547,0.17577294849487762,0.22069896985852194
