symbol,log2FC_mut_vs_ctrl,t,p,fdr_bh
PRRC2C,0.784137751252906,3.5801861651533464,0.0030147249825968917,0.006647577029970844
LOC390314,1.2246175537768718,3.5796424806564886,0.0030179801216423624,0.006652361792760763
LOC100128494,0.8995920283815407,3.575842232681402,0.0030408321331328748,0.006700323859131748
PIDD1,0.5571167428068114,3.573806789164348,0.0030531435567940036,0.006725034136955531
KCNJ18,0.8029241850546466,3.56878032528278,0.003083762051167132,0.006785162014951371
CNTRL,1.218336292387884,3.5654205448510554,0.003104400512368469,0.006823695828896177
TNRC18P1,1.1547200026094238,3.5646876340904914,0.003108921112371931,0.00683071197807883
KLRD1,2.0423613728973393,3.5586830542884242,0.0031462082675133935,0.006902740400807838
GLIS1,1.5148753024189583,3.558186746273133,0.0031493103363783204,0.006905607463983398
EFCAB5,0.997462323522037,3.558113548798392,0.003149768102658659,0.006905607463983398
LOC105375798,1.6899241026232559,3.556898988462372,0.003157373583960672,0.006917333834767305
EPN3,1.8163693094707851,3.556428547009292,0.0031603244234202584,0.006921325014493099
OTUD3,0.3321588247056766,3.5541333738140035,0.003174760794528243,0.006947977033365987
HOXB-AS1,0.864718136664223,3.550881554413961,0.0031953282505422344,0.0069879993492058135
EHBP1L1,0.38262904093089695,3.5483357420275343,0.003211523972348483,0.007015909462044263
ACRBP,1.1620497513497157,3.5480618468696687,0.0032132713364365164,0.007017225968064071
SNORA81,1.2788572394964897,3.5474157649830653,0.0032173969306394786,0.007021232888864366
ZNF578,0.30356024333961623,3.547189390438473,0.003218843721362911,0.007021890395713397
TSIX,1.379686434992764,3.545893518160666,0.0032271384479327808,0.00703628159435606
TEP1,1.5399351057963373,3.5454725995857768,0.003229837330812454,0.007038358634155828
LOC105369203,1.8936495600922556,3.5394526780429305,0.0032686862293145927,0.007120485638130225
NHSL2,0.39377427525514586,3.5390362476770476,0.0032713909655700765,0.007121371354092549
ZNF436-AS1,0.599905920321187,3.539032353409024,0.003271416269677752,0.007121371354092549
STARD9,1.2620748235754848,3.536874899685393,0.0032854652984648197,0.007149415079726426
TIAM1,0.38886229413786894,3.533430580014231,0.0033080203153985533,0.00719594199197769
YWHAZP4,1.4180518361777146,3.5303445292164786,0.0033283616941197965,0.007232491026215652
NCK1-DT,0.6302741844398451,3.5279707864600605,0.0033440936648657933,0.007264101405254186
LOC388572,0.7034067876333968,3.523920889488434,0.003371107444360685,0.007320187259628409
LOC107987000,0.8711763344803197,3.5199463753389244,0.0033978320828939724,0.0073677788001910325
TMEM51-AS1,0.9717502804717952,3.51727209869046,0.0034159338969946213,0.007401793845378942
SMG1P4,0.7151707756279189,3.5165923896554587,0.0034205502118439595,0.00740917766735105
TRNV,0.8557780009552403,3.5144270470125067,0.0034352982845155693,0.007438494695895599
MUTYH,0.3098048151842196,3.5125297341409976,0.003448273434151173,0.007463953443272137
ATAD5,0.7577191340563623,3.511852171254462,0.003452919028940604,0.007471370860362126
PAX5,1.1921742694716586,3.5114196080204936,0.003455888120076879,0.007475156731147237
TTC21A,0.9040324010783811,3.5109264600781542,0.003459276197067779,0.0074798458864287435
LOC105371532,1.127503687699146,3.5077829619428944,0.003480951721846974,0.007516109212723477
LOXL4,1.3610378332276731,3.502272451376451,0.003519279056310974,0.007594693738342164
CD2BP2-DT,0.4743726292538,3.500202547800344,0.0035337853794736264,0.007616773690637598
LOC112267936,0.9492157175994727,3.499310626363541,0.0035400546917341183,0.007627604660924481
LPXN,0.5248229524263112,3.4969436499828386,0.0035567464797711663,0.007658186133121619
LOC112267941,0.6046261302708555,3.4967367728230747,0.0035582091244648765,0.0076586453416326175
C3orf35,1.6621516554306188,3.4944825422615406,0.0035741860700962643,0.007690333664334889
FAM227A,0.9428740271535285,3.4890620775609564,0.003612899919526537,0.00777090403743778
ZBTB8A,0.498471823222518,3.4875198298603514,0.0036239918033759352,0.0077920272727795455
ZDHHC11,1.0006513313404797,3.4858453784850285,0.0036360732907639954,0.007808815974544242
SMG1P1,0.6446300836097709,3.4853510078522456,0.00363964801048595,0.00781198960233854
ZNF493,0.1723285967820901,3.4841373732501824,0.0036484386188265347,0.007828116462515456
CYP21A2,1.4865797498435955,3.48145200340282,0.003667965292695534,0.007867259357670967
LOC102724322,1.0885888522522136,3.480396967270546,0.0036756657215843576,0.007881018143865727
URGCP-MRPS24,1.9108815899964633,3.4785147179193148,0.003689444161765703,0.0079077946544139
ERICH1,0.3853238677422613,3.4722917697369504,0.0037353681980935795,0.008003427841423853
LOC105373456,0.7591162801338347,3.4715366136208403,0.0037409800580106103,0.008012651207409169
LOC100128288,0.9251379766553507,3.470090764984509,0.003751748387724354,0.008027301087870956
NPIPB12,0.7895226898905658,3.467574617132672,0.003770562407288986,0.008061927993261766
LOC652276,0.3897127246171619,3.4654527798388157,0.0037865017460597928,0.008090364483564493
NAIPP2,0.790333394871875,3.4605782322194547,0.0038233765911013244,0.008160619256076295
LOC112268089,0.49289507545599254,3.459596509486501,0.0038308466568507233,0.008173717370864926
PASK,0.3471385364379366,3.4543054820959345,0.003871360121120058,0.00825441305824903
LOC105372507,0.9717502210506737,3.450981614427638,0.003897030940521461,0.008303371451302244
PLXNB2,0.29277113190546705,3.450033400359607,0.0039043854737773665,0.008316151130734974
LOC102724416,0.4276422803235648,3.4475560266343774,0.0039236663490413905,0.008351414833202682
LY6G6C,1.5069599337166224,3.4462079358857975,0.003934198414931783,0.00837092547154871
NFIB,0.4515781594791673,3.44515730428064,0.0039424262467103255,0.008383123674385852
SH3D21,0.5726911880678023,3.445126660779662,0.003942666485033346,0.008383123674385852
