rank_nsig3,rank_all,pert_iname_lower,best_score,median_score,n_sigs
3545,3690,brd-k25375605,-0.19692989,-0.022849236,17
3546,3692,penfluridol,-0.19689538,0.09038498,41
3547,3693,brd-k93376546,-0.19687894,-0.06041293,6
3548,3694,brd-k13559434,-0.19686596,0.052505277,5
3549,3695,st-019366,-0.19685629,0.014606622,17
3550,3696,remacemide,-0.19685565,0.04460268,30
3551,3697,sa-1472514,-0.1968426,-0.04501723,12
3552,3698,disulfiram,-0.19682464,-0.016070347,14
3553,3699,ku-c104495,-0.19682279,0.09192407,12
3554,3700,kuc104235n,-0.19680569,0.07056119,13
3555,3701,sr-59230a,-0.19679072,-0.008313955,19
3556,3702,brd-k01966678,-0.19678669,-0.054446425,5
3557,3703,yohimbine,-0.19678554,-0.000992649,59
3558,3705,sertraline,-0.19675438,0.022615317,38
3559,3706,brd-k29003210,-0.19671682,-0.014170999,17
3560,3707,fillalbin,-0.19671403,0.016788213,19
3561,3708,brd-k50558304,-0.19668148,-0.07127453,6
3562,3709,brd-k59222562,-0.19667839,-0.041336022,12
3563,3710,brd-a31180007,-0.19664896,0.11937239,6
3564,3712,ifenprodil,-0.19660439,0.043002915,14
3565,3713,brd-k28841686,-0.19659638,-0.019068627,13
3566,3714,triclosan,-0.196585,0.046199117,27
3567,3715,brd-k19418153,-0.19657747,-0.025909835,6
3568,3716,brd-k38690464,-0.19656482,0.03689853,17
3569,3717,homosalate,-0.19655594,-0.016188463,23
3570,3718,brd-k30836161,-0.19655403,-0.018261831,12
3571,3719,brd-k14355517,-0.19654907,0.007115033,12
3572,3720,rs-16566,-0.19654721,-0.07693657,19
3573,3721,cyclopenthiazide,-0.19653511,-0.06524862,23
3574,3722,brd-k80368509,-0.19652557,-0.047430795,28
3575,3723,brd-k68887696,-0.19652082,-0.05749008,3
3576,3724,mephentermine,-0.1965106,0.07228922,27
3577,3725,brd-k00541156,-0.19649513,0.006180312,13
3578,3726,flutamide,-0.19648752,-0.0030831466,139
3579,3727,brd-k35191571,-0.1964808,0.0043071634,13
3580,3728,brd-k19985802,-0.196466,0.13114685,13
3581,3729,ku-0060648,-0.19644953,0.052108508,94
3582,3730,brd-k59840856,-0.19642438,-0.1006278,13
3583,3731,salsolidine,-0.19639726,-0.08013973,4
3584,3732,etoposide,-0.19639374,0.096251674,43
3585,3733,deoxycorticosterone-acetate,-0.1963862,0.0045132292,19
3586,3735,brd-k39143839,-0.19636509,0.069946624,6
3587,3736,brd-k37268490,-0.19636185,-0.04993121,8
3588,3737,brd-k22321414,-0.19636048,-0.022066947,48
3589,3739,brd-k16567490,-0.19630696,-0.044353947,6
3590,3740,brd-k96697180,-0.19630666,0.035310194,12
3591,3741,phorbol-myristate-acetate,-0.19626932,-0.07905174,39
3592,3742,phentolamine,-0.19625548,-0.06291806,33
3593,3743,betamethasone,-0.19624744,-0.020646853,42
3594,3744,brd-k79854633,-0.19624157,0.07245268,11
3595,3745,brd-k69396629,-0.19619556,0.04959777,12
3596,3746,brd-k78327149,-0.19615045,-0.06376883,5
3597,3747,brd-k18300217,-0.19614872,-0.0461595,12
3598,3748,remoxipride,-0.1961226,0.0051747654,23
3599,3749,spiramide,-0.19612053,-0.012343559,35
3600,3750,brd-k07023879,-0.19611622,0.018061783,17
3601,3751,brd-k66261897,-0.19610383,-0.15062444,4
3602,3752,brd-k16300438,-0.19609608,-0.061954096,28
3603,3753,celastrol,-0.196088,0.0024783877,60
3604,3754,brd-k39504007,-0.19607282,-0.1270986,11
3605,3755,floxuridine,-0.19606256,0.04642012,32
3606,3756,brd-k91454871,-0.19605397,0.031871933,4
3607,3757,brd-k09989112,-0.19605394,-0.0060791066,6
3608,3758,brd-k32101742,-0.19602846,0.021441322,13
3609,3759,brd-k22862802,-0.1960049,0.09666679,5
3610,3760,brd-k27014041,-0.19600017,-0.06710655,6
3611,3761,brd-k93301765,-0.19594677,-0.12012736,4
3612,3762,scopolamine-n-oxide,-0.1959372,-0.025999267,19
3613,3763,brd-k65959597,-0.19592701,-0.07089102,4
3614,3764,brd-k80789291,-0.19592108,-0.05248239,4
3615,3765,brd-k33606495,-0.19592027,-0.03938311,17
3616,3767,brd-k71153796,-0.1958809,-0.054426726,5
3617,3768,rotenone,-0.19585389,0.026832553,77
3618,3769,brd-k37477851,-0.19584475,-0.11695205,7
3619,3770,brd-a70591769,-0.19581412,-0.051712986,17
3620,3771,brd-k13007539,-0.1958108,-0.10925205,6
3621,3772,acdpp,-0.19578192,-0.05007647,8
3622,3773,brd-k58033748,-0.19573115,-0.040674534,12
3623,3774,brd-k55194575,-0.1957206,0.0057695685,12
3624,3775,brd-k30781400,-0.19571671,-0.054225042,13
3625,3776,brd-a41114263,-0.19567685,-0.035481524,17
3626,3777,brd-k60379529,-0.19567002,0.05400027,17
3627,3778,brd-k24058148,-0.19566835,-0.057379995,4
3628,3779,brd-k16034108,-0.19565085,0.051074907,11
3629,3780,brd-k67780021,-0.19563279,-0.07831284,4
3630,3781,tolterodine,-0.19560769,-0.05051457,11
3631,3782,pd-102807,-0.19560152,0.0367306,19
3632,3783,brd-k25496062,-0.19557635,-0.010696021,4
3633,3784,brd-k32885145,-0.19556911,0.03037466,14
3634,3785,a-disintegrin-and-metalloproteinase,-0.19550799,0.030261764,6
3635,3786,"hydrastine-(1r,-9s)",-0.19549084,-0.042683534,19
3636,3787,brd-k41302766,-0.1954516,-0.13925141,5
3637,3788,brd-k67484673,-0.19543229,-0.026545543,26
3638,3789,brd-k19433082,-0.19541675,-0.05643556,15
3639,3790,s-206352,-0.19540796,0.029502854,17
3640,3791,jas07-010,-0.19540694,0.0020025398,15
3641,3792,brd-k41797142,-0.19540557,-0.0030393188,15
3642,3793,brd-k84639586,-0.19539507,-0.017423632,4
3643,3794,brd-k10325955,-0.19539146,-0.12595047,4
3644,3795,brd-k98404142,-0.19537278,-0.018722722,59
3645,3797,brd-k26903971,-0.1953316,-0.09821862,4
3646,3798,brd-k56593426,-0.19527152,-0.07342895,5
3647,3799,bjm-csc-15,-0.19527075,0.016359955,38
3648,3800,reboxetine,-0.1952642,-0.00011568335,29
3649,3801,brd-k08607084,-0.19526024,-0.09247568,4
3650,3802,brd-k94390040,-0.19523188,-0.009202908,13
3651,3803,aminobenztropine,-0.1952249,0.08947437,6
3652,3804,arg-csc2-23,-0.1952183,-0.007251888,17
3653,3805,brd-k13146765,-0.19521171,-0.017102594,15
3654,3806,brd-k71714567,-0.19521095,-0.054247223,8
3655,3809,brd-a08662020,-0.19516556,0.0086134095,12
3656,3810,itdac-1,-0.19515358,-0.1472064,6
3657,3811,agk-2,-0.19512907,0.029961105,71
3658,3812,brd-k38044934,-0.19512497,-0.0012710502,42
3659,3813,brd-k62773636,-0.19508666,-0.09520084,4
3660,3814,brd-k73125384,-0.19508027,-0.082183555,13
3661,3815,brd-k37303684,-0.195072,0.00992961,11
3662,3816,chlormezanone,-0.19506066,0.08978291,3
3663,3817,brd-k76935234,-0.19505736,0.01842019,13
3664,3818,brd-k13046565,-0.19505174,-0.00778121,15
3665,3819,brd-k24722667,-0.19504568,-0.14794832,4
3666,3820,brd-k93763244,-0.19503911,-0.051258855,4
3667,3821,brd-k16046246,-0.19503789,0.016759772,13
3668,3822,pnu-74654,-0.19501163,-0.0065109353,65
3669,3823,brd-k44890999,-0.19501048,0.026505323,17
3670,3824,brd-k76357752,-0.19499929,0.0075715594,24
3671,3825,brd-k27530838,-0.19499204,-0.020830026,7
3672,3827,brd-k71029018,-0.19497609,0.06455334,13
3673,3828,brd-k65213718,-0.19497001,-0.04243637,6
3674,3829,brd-a06664848,-0.19496818,-0.08234479,15
3675,3830,brd-k63874400,-0.19493255,0.017710408,8
3676,3832,ku-c104220,-0.1949111,0.027220739,12
3677,3833,brd-k08307026,-0.19487558,-0.016585458,17
3678,3834,"7,4'-dihydroxyflavone",-0.19485942,0.041057993,11
3679,3835,brd-k18163752,-0.19485417,-0.052646153,17
3680,3836,brd-k42021584,-0.19484717,0.015421704,12
3681,3837,sa-1938862,-0.1948442,0.054460682,12
3682,3838,brd-k18832733,-0.19482803,-0.0877468,4
3683,3839,brd-k84102257,-0.19481634,-0.0004970137,13
3684,3840,brd-k75035820,-0.19481586,0.035235364,17
3685,3841,tandutinib,-0.19480336,0.0142790405,17
3686,3842,noscapine,-0.19477248,-0.042792,64
3687,3843,valdecoxib,-0.1947696,0.021891482,69
3688,3844,brd-k58600416,-0.19474776,-0.040041618,6
3689,3845,brd-k37608670,-0.19474128,-0.08629858,3
3690,3847,tl-hras-24,-0.19472352,0.07200151,12
3691,3848,brd-k68007270,-0.19468875,-0.046149503,17
3692,3849,brd-k41377239,-0.19468585,-0.08797938,4
3693,3850,sa-1458189,-0.19468026,-0.021989128,15
3694,3851,brd-k50868745,-0.19467525,0.0021932938,14
3695,3852,ici-63197,-0.19464196,0.06475,23
3696,3853,brd-k67498554,-0.19462782,0.0028257016,12
3697,3854,cladribine,-0.19461171,0.033028282,28
3698,3855,gw-405833,-0.1946095,-0.007177514,78
3699,3857,gsk-0660,-0.19457862,0.08730906,18
3700,3858,nateglinide,-0.19455205,-0.020386782,30
3701,3859,tyrphostin-b44,-0.19455,-0.035324555,19
3702,3860,argatroban,-0.19454715,0.037358154,15
3703,3861,ml-3163,-0.19450526,0.07550706,19
3704,3862,brd-k45308677,-0.19450349,-0.039438415,15
3705,3863,brd-k54432046,-0.19450009,-0.101096004,5
3706,3864,apha-compound-8,-0.19448936,0.009970693,18
3707,3865,cycloserine-(d),-0.19448105,0.027680887,26
3708,3867,brd-k81314178,-0.19447678,-0.1064875,18
3709,3868,nm-pp1,-0.1944537,-0.02817386,13
3710,3869,brd-k64900763,-0.19444725,0.0060614618,4
3711,3870,rhodomyrtoxin,-0.19442394,-0.098298915,15
3712,3871,brd-k67258146,-0.1944185,-0.02384075,18
3713,3872,brd-k92470030,-0.19441462,-0.013244299,15
3714,3873,brd-k21953167,-0.19439402,-0.093645886,4
3715,3874,brd-k64136010,-0.19439125,-0.08623598,7
3716,3875,zardaverine,-0.19438481,0.02547146,34
3717,3876,brd-k47825575,-0.19437039,-0.06148709,17
3718,3878,brd-k00799745,-0.19435744,-0.097337514,6
3719,3879,peucedanin,-0.1943426,0.009106774,8
3720,3880,miglitol,-0.19431278,0.001836642,15
3721,3881,brd-k56621049,-0.19429673,0.014278838,4
3722,3882,brd-k75425370,-0.19428526,-0.12283626,4
3723,3883,thalidomide,-0.19426847,-0.003564211,102
3724,3884,brd-k11577165,-0.19426356,-0.14730284,4
3725,3886,brd-k89814851,-0.19424562,-0.022277955,17
3726,3889,mc-1293,-0.19421111,0.01224982,6
3727,3890,sc-19220,-0.1942065,-0.041299496,15
3728,3891,brd-k75576199,-0.19415653,-0.09044939,4
3729,3892,brd-k49276305,-0.19414751,-0.11343885,4
3730,3893,dizocilpine,-0.19414663,-0.04218457,13
3731,3894,serotonin,-0.19413914,0.009008591,18
3732,3895,u-0124,-0.19411589,0.018431354,15
3733,3896,brd-k31770065,-0.19410327,-0.10622287,5
3734,3898,brd-k76512739,-0.19409932,-0.035753984,8
3735,3899,brd-k03559171,-0.19408742,-0.08666728,5
3736,3900,toltrazuril,-0.1940703,-0.036702476,27
3737,3902,brd-k45480436,-0.19406253,-0.11850921,6
3738,3903,byssochlamic-acid,-0.19406082,0.035412624,15
3739,3904,brd-k60703313,-0.19405468,-0.039975606,4
3740,3906,ql-xi-92,-0.19404554,0.00041901768,66
3741,3907,brd-k72502177,-0.19401656,-0.06866367,7
3742,3908,cefoxitin,-0.19400808,0.017868917,15
3743,3909,ei-346-erlotinib-analog,-0.19400202,-0.02104653,17
3744,3910,brd-a55317422,-0.1939718,0.03951797,6
3745,3911,brd-k34030207,-0.19396204,-0.078307,3
3746,3913,brd-k51797651,-0.19392964,-0.15111426,5
3747,3914,brd-k90090262,-0.19392505,-0.013180381,17
3748,3915,brd-k34182570,-0.19391502,0.027093645,4
3749,3916,vx-702,-0.19389965,0.088410586,17
3750,3917,olopatadine,-0.19387431,0.047890507,17
3751,3918,brd-k55116708,-0.19385055,0.058112457,13
3752,3919,brd-k03354784,-0.19384532,-0.016746731,12
3753,3920,brd-k11362964,-0.19384083,0.030655049,17
3754,3923,brd-k92020737,-0.1937945,0.070343494,12
3755,3924,erythromycin-ethylsuccinate,-0.19375154,0.07450301,23
3756,3925,brd-k83155387,-0.19375087,0.024026034,4
3757,3926,seneciphylline,-0.1937423,-0.049917646,19
3758,3927,brd-k03522229,-0.19374064,-0.11021765,11
3759,3928,brd-k93116089,-0.19373886,-0.011498802,12
3760,3929,cgs-15943,-0.19372891,0.07409082,85
3761,3930,sd-6-035-a6,-0.19371532,0.1031759,13
3762,3931,brd-k68971353,-0.19369012,0.04712452,8
3763,3932,brd-k22420960,-0.19368647,-0.1654357,4
3764,3933,az-10417808,-0.19366984,0.00164404,19
3765,3934,brd-k53621751,-0.19365385,-0.06271117,4
3766,3936,brd-k53461563,-0.1936217,-0.043330792,13
3767,3937,androstanol,-0.19361642,-0.005336696,24
3768,3938,dioxane,-0.19361144,-0.13700633,3
3769,3939,maraviroc,-0.19359782,0.03207533,59
3770,3940,brd-k47128441,-0.19359227,-0.08547562,8
3771,3941,brd-a32241587,-0.1935877,0.037854616,17
3772,3942,bms-777607,-0.19358231,-0.03638386,48
3773,3943,brd-k28452084,-0.19354096,-0.0010550354,15
3774,3944,brd-k30436233,-0.19352786,-0.13247083,4
3775,3945,brd-k82226238,-0.19350748,-0.10201862,4
3776,3946,aristolochic-acid,-0.19350554,0.03751345,23
3777,3947,brd-k88114920,-0.19349723,-0.11008994,9
3778,3948,brd-k63178889,-0.19348972,-0.03782814,12
3779,3949,brd-k93899689,-0.19348691,-0.048437163,17
3780,3950,brd-k02175743,-0.19348179,-0.08222318,13
3781,3951,zd-7114,-0.19347131,-0.00442512,23
3782,3952,brd-k02437976,-0.19347084,0.053897955,12
3783,3953,brd-k50218580,-0.19346988,0.035910845,12
3784,3954,opipramol,-0.19342633,-0.019950867,4
3785,3955,brd-k60700659,-0.1934038,-0.048221514,4
3786,3956,brd-k43807558,-0.19339484,-0.051836364,6
3787,3957,brd-k41862560,-0.1933877,0.0458196,13
3788,3958,brd-k45333259,-0.19338168,-0.035679366,5
3789,3959,brd-k81751891,-0.19334567,-0.0055794595,15
3790,3960,brd-k43550773,-0.19334014,0.2769039,6
3791,3961,ml-167,-0.19333358,-0.012985741,13
3792,3963,pp-1,-0.19331104,0.108288325,19
3793,3964,tl-hras-27,-0.19328596,-0.025887199,12
3794,3965,brd-k23557133,-0.19328333,-0.0889923,4
3795,3966,acetaldehyde,-0.19327965,-0.101266876,3
3796,3967,brd-k37413063,-0.19327217,-0.034150053,15
3797,3968,brd-k09632545,-0.19326544,-0.025851881,4
3798,3969,rs-504393,-0.19323929,-0.0018054809,19
3799,3970,brd-k72787121,-0.19322306,0.01679515,15
3800,3971,clioquinol,-0.19315816,-0.03855699,19
3801,3972,brd-k69206710,-0.19315124,-0.043686926,7
3802,3973,dmeob,-0.1931279,-0.0869194,17
3803,3974,brd-a20488704,-0.19312201,-0.047584403,17
3804,3976,mrs-1754,-0.193102,-0.042480122,19
3805,3977,entecavir,-0.19306226,-0.0038289968,18
3806,3978,brd-k74702716,-0.19305578,-0.06972326,4
3807,3979,brd-k97758158,-0.1930443,-0.08927963,9
3808,3980,dnqx,-0.19302967,0.002135419,19
3809,3981,brd-a06131576,-0.19298394,0.065013595,17
3810,3982,brd-k48031880,-0.19296432,0.065569155,4
3811,3983,eticlopride,-0.19295233,0.029581517,19
3812,3984,brd-k76528265,-0.19294617,-0.13538422,4
3813,3985,tcs-359,-0.19293894,-0.048692852,15
3814,3986,brd-k86522396,-0.19293468,-0.06715666,9
3815,3987,angiogenesis-inhibitor,-0.19293314,0.058845684,19
3816,3988,sd-6-035-a4,-0.19292298,0.016115457,20
3817,3989,dipropyl-dopamine,-0.19291756,0.08325926,27
3818,3990,brd-k13318664,-0.1929171,0.024130026,12
3819,3991,brd-k74931283,-0.19289874,-0.031937677,17
3820,3992,iaa-94,-0.1928647,-0.079617605,19
3821,3993,brd-a18411371,-0.19285068,0.073508605,13
3822,3994,brd-k35254025,-0.19284019,-0.020130746,13
3823,3995,brd-k44980533,-0.1928357,-0.08083362,3
3824,3996,brd-k33392208,-0.19281763,-0.03278828,17
3825,3997,calmidazolium,-0.19281216,0.02284173,31
3826,3998,brd-k49934959,-0.19280128,0.09349635,4
3827,3999,brd-k53790075,-0.1927921,0.020698275,7
3828,4000,pterostilbene,-0.19278856,0.08685375,17
3829,4001,brd-k47917680,-0.192769,-0.06398473,13
3830,4002,brd-k59705555,-0.19275953,-0.020077383,13
3831,4003,sa-1921867,-0.19273815,-0.019902837,20
3832,4004,brd-k24045217,-0.19272128,-0.042241246,8
3833,4005,brd-k04856990,-0.19272001,0.11764155,8
3834,4006,brd-k40013467,-0.19270982,-0.006943405,5
3835,4007,brd-k58991610,-0.19270745,-0.060276397,6
3836,4008,brd-a94297859,-0.19268629,0.078974,13
3837,4009,hesperidin,-0.19266321,0.015404421,19
3838,4010,brd-k45763312,-0.1926592,-0.025742728,12
3839,4011,brd-k16956545,-0.19265391,-0.04468395,64
3840,4012,acetyl-geranyl-cysteine,-0.19265246,-0.06085857,24
3841,4013,lumicolchicine,-0.19264802,0.046767447,22
3842,4014,brd-k92489476,-0.19264492,0.05162388,17
3843,4015,brd-k47881779,-0.19263992,-0.10238977,4
3844,4016,brd-k34573832,-0.19262584,-0.04861439,3
3845,4017,bg-1012,-0.19262199,-0.029649448,6
3846,4018,cd-1530,-0.19261773,0.0910057,58
3847,4019,brd-k65000194,-0.1926158,-0.028976498,6
3848,4020,sr-27897,-0.19261251,-0.012457379,19
3849,4021,levocetirizine,-0.19260481,0.020047229,11
3850,4022,km-00927,-0.19260345,0.050204463,18
3851,4023,diethylstilbestrol,-0.19255947,0.02631903,78
3852,4024,brd-k32301393,-0.19251902,0.021313488,10
3853,4025,brd-k42455570,-0.19250983,-0.003381149,12
3854,4026,brd-k22912836,-0.19250615,0.035053696,14
3855,4027,bay-11-7082,-0.19250453,0.05243542,71
3856,4028,ethylestrenol,-0.19249342,0.043906696,11
3857,4029,cgs-21680,-0.19246292,0.02933306,25
3858,4030,tiletamine,-0.1924453,-0.12411918,4
3859,4031,ellipticine,-0.19244213,0.039308127,30
3860,4032,5-methoxytryptamine,-0.1924405,-0.055375755,24
3861,4033,brd-a98248982,-0.19242898,0.026585178,89
3862,4034,brd-k47396627,-0.19235843,-0.020878619,13
3863,4035,brd-k24855614,-0.19234988,-0.1366676,4
3864,4036,brd-k61164584,-0.19234352,-0.057553787,3
3865,4037,brd-k58674774,-0.19231927,-0.0319469,13
3866,4039,brd-k52341396,-0.19228116,-0.01536088,13
3867,4040,brd-a87384553,-0.19227362,0.04648683,8
3868,4041,brd-k59134391,-0.19227087,-0.11977505,5
3869,4042,zeranol,-0.19226788,-0.017714946,11
3870,4043,ichthynone,-0.19222306,0.02568352,27
3871,4044,brd-k31635696,-0.19221573,-0.042712096,5
3872,4045,brd-k59980915,-0.1921729,-0.022050148,17
3873,4046,brd-k83893121,-0.19216104,-0.0026972517,6
3874,4047,brd-k96165286,-0.1921356,-0.041395996,4
3875,4048,brd-k02598395,-0.1921234,0.100429974,13
3876,4049,altrenogest,-0.19208501,0.03191324,23
3877,4050,stiripentol,-0.19207054,-0.005082189,13
3878,4051,heliotrine,-0.19206943,-0.050419945,15
3879,4053,brd-k84301121,-0.19206436,-0.04413034,12
3880,4054,brd-k95561591,-0.19206312,0.011963098,13
3881,4055,practolol,-0.19204248,-0.02708251,26
3882,4056,brd-k42048463,-0.19199298,-0.10293633,4
3883,4058,brd-k45383235,-0.1919852,-0.002518203,4
3884,4059,brd-k44978960,-0.19198216,0.017331427,25
3885,4060,brd-k81119027,-0.19194202,-0.009319065,4
3886,4063,rg-108,-0.1919359,0.035218332,59
3887,4064,brd-k06716139,-0.19190769,-0.08478698,4
3888,4065,noretynodrel,-0.1919049,0.033042282,57
3889,4066,cyproterone,-0.19188698,-0.0074351365,23
3890,4067,brd-k48204702,-0.1918851,0.010392919,17
3891,4069,sa-1920683,-0.1918634,-0.04689136,13
3892,4070,brd-k78596368,-0.19185232,-0.034771234,17
3893,4072,zaleplon,-0.19184522,-0.09051834,4
3894,4073,fenpiverinium,-0.19184326,0.007388904,11
3895,4074,alclometasone,-0.1918244,-0.04736552,27
3896,4075,ethotoin,-0.19182104,0.055103254,19
3897,4076,triciribine,-0.19181493,-0.050326448,71
3898,4077,brd-k60783789,-0.19179054,-0.11754118,4
3899,4078,brd-k53566850,-0.19178107,-0.017130041,15
3900,4079,brd-k20037743,-0.19176196,-0.07344348,3
3901,4080,brd-k13528168,-0.19176014,0.05156561,4
3902,4081,brd-k63550534,-0.1917461,0.063413486,15
3903,4082,gw-9508,-0.19174312,0.04304332,34
3904,4083,brd-k81214387,-0.19174188,-0.0912088,12
3905,4084,betamethasone-acetate,-0.19170427,0.012187512,23
3906,4085,ns-1619,-0.19168513,-0.10536585,23
3907,4086,ganglioside,-0.19167131,-0.035338692,19
3908,4087,phylloquinone,-0.19166303,-0.09858104,11
3909,4088,phenoxazine,-0.19163993,-0.024249636,59
3910,4089,serdemetan,-0.19162802,0.026749093,107
3911,4090,sal-1,-0.19161616,-0.016260784,15
3912,4091,brd-k23287115,-0.19160491,-0.008934753,7
3913,4092,brd-k84724939,-0.19158888,-0.12848568,4
3914,4093,am-251,-0.19155318,-0.016868263,32
3915,4094,pyrantel,-0.19154344,-0.026414841,3
3916,4095,brd-k46381939,-0.19154093,-0.026959334,10
3917,4096,brd-k37273423,-0.19153662,-0.12881216,5
3918,4097,brd-k41303952,-0.1915347,-0.036690313,17
3919,4098,erk-inhibitor-11e,-0.19152777,-0.0123880785,59
3920,4099,brd-k35637774,-0.19151713,-0.10746314,6
3921,4101,brd-k96157570,-0.19150999,0.07194637,13
3922,4102,brd-k50177987,-0.19150807,0.040674612,13
3923,4103,brd-k41880142,-0.19149554,0.07268052,10
3924,4104,dcpib,-0.19148391,0.01812817,23
3925,4105,megestrol,-0.19147752,0.0032273617,41
3926,4106,brd-k96704748,-0.19147249,0.04812463,17
3927,4107,brd-k73952419,-0.19142194,-0.0099058235,4
3928,4108,bml-210,-0.19137509,0.016818821,6
3929,4109,lysylphenylalanyl-tyrosine,-0.19136369,-0.096244045,8
3930,4110,eugenol,-0.19135,-0.06382544,15
3931,4111,brd-k57044355,-0.19134566,-0.039505366,12
3932,4112,brd-k55966666,-0.19133098,-0.018103585,13
3933,4113,brd-k31920348,-0.19131052,-0.040665377,4
3934,4114,ly-303511,-0.1912793,-0.004547425,19
3935,4115,brd-k26906367,-0.19127889,-0.05229443,12
3936,4116,brd-k98945308,-0.19123542,0.08712429,14
3937,4117,brd-k55179756,-0.19122143,-0.047894392,11
3938,4118,brd-a67306036,-0.19119722,0.005826495,17
3939,4119,prima-1-met,-0.19119611,-0.015493493,59
3940,4120,brd-k54173022,-0.19117346,-0.101188555,5
3941,4121,skf-104078,-0.19116798,-0.039226804,6
3942,4122,trimebutine,-0.19115444,0.067041226,11
3943,4123,geranylgeraniol,-0.19110206,-0.053951953,24
3944,4124,brd-k56658166,-0.19109729,-0.00691957,15
3945,4125,brd-k68287477,-0.19109097,-0.099572375,5
3946,4127,brd-k96352593,-0.19108625,-0.06138815,15
3947,4128,aminomethyltransferase,-0.19107468,-0.030285688,19
3948,4129,ly-320135,-0.19107117,-0.028672025,19
3949,4130,ly-456236,-0.19106698,0.0015823602,31
3950,4131,dibenzoylmethane,-0.19104312,-0.02237881,15
3951,4133,benperidol,-0.19103782,-0.0071993778,23
3952,4134,brd-k24214483,-0.19103475,-0.060565338,13
3953,4135,brd-k23992348,-0.19101454,-0.03640678,4
3954,4136,brd-k43014159,-0.19099149,0.0672538,6
3955,4137,pinocembrin,-0.19098698,-0.027316708,19
3956,4138,brd-k45307499,-0.1909618,-0.06990804,3
3957,4139,ru-24969,-0.19093463,-0.035421163,42
3958,4140,brd-a01960364,-0.19093268,-0.10554844,17
3959,4141,brd-k65124508,-0.19092986,-0.08655692,7
3960,4143,brd-k47588363,-0.19091545,-0.06619223,5
3961,4144,brd-k77239206,-0.19090316,0.06255074,13
3962,4146,brd-k37061750,-0.19086778,0.037593838,15
3963,4147,brd-k00484200,-0.1908613,0.0011717528,6
3964,4148,brd-k43337737,-0.19085945,-0.053563435,5
3965,4150,brd-k76951091,-0.19084351,-0.1147103,13
3966,4151,cgp-52432,-0.19083326,-0.0584338,19
3967,4152,brd-k47490989,-0.19082092,0.03702433,13
3968,4153,h-9,-0.19081005,-0.04218903,37
3969,4154,dirithromycin,-0.1907953,-0.07188098,4
